genome_name	ncbi_acc
REP_0688	GCF_000027325.1
REP_0689	GCF_000085865.1
REP_0690	GCF_000008205.1
REP_0691	GCF_000313635.1
REP_5806	GCF_000011445.1
REP_5807	GCF_000027345.1
REP_0692	GCF_000195875.1
REP_0693	GCF_000969765.1
REP_0694	GCF_000063605.1
REP_0695	GCF_000020065.1
REP_0696	GCF_000367805.1
REP_0697	GCF_000695835.1
REP_0698	GCF_000186005.1
REP_0699	GCF_000227355.1
REP_0700	GCF_000008365.1
REP_0701	GCF_000420105.1
REP_0702	GCF_000685905.1
REP_0703	GCF_000224105.1
REP_0704	GCF_000485555.1
REP_0705	GCF_000701825.1
REP_0706	GCF_000815065.1
REP_0707	GCF_001886855.1
REP_0708	GCF_000500935.1
REP_0709	GCF_000820525.2
REP_0710	GCF_000565195.1
REP_0711	GCF_000439435.1
REP_0712	GCF_000018785.1
REP_0713	GCF_000687835.1
REP_5808	GCF_000008305.1
REP_0714	GCF_000373985.1
REP_0715	GCF_000233695.2
REP_0716	GCF_000020365.1
REP_0717	GCF_900176365.1
REP_0718	GCF_000763575.1
REP_0719	GCF_000165465.1
REP_5809	GCF_000008545.1
REP_0720	GCF_000018945.1
REP_0721	GCF_000787395.1
REP_0722	GCF_000212735.1
REP_0723	GCF_000218625.1
REP_0724	GCF_000266945.1
REP_0725	GCF_000374645.1
REP_0726	GCF_000006725.1
REP_0727	GCF_000219125.1
REP_0728	GCF_000445445.1
REP_0729	GCF_900112085.1
REP_0730	GCF_000021285.1
REP_0731	GCF_000017545.1
REP_0732	GCF_000023025.1
REP_0733	GCF_000014045.1
REP_0734	GCF_000025205.1
REP_5810	GCF_000159155.2
REP_0735	GCF_000160655.1
REP_0736	GCF_000023785.1
REP_0737	GCF_000009905.1
REP_0738	GCF_000172155.1
REP_0739	GCF_900163795.1
REP_0740	GCF_900101835.1
REP_0741	GCF_000284615.1
REP_0742	GCF_001678785.1
REP_0743	GCF_000744255.1
REP_0744	GCF_000744375.1
REP_0745	GCF_000744825.1
REP_0746	GCF_000317975.2
REP_0747	GCF_000744185.1
REP_0748	GCF_000712295.1
REP_0749	GCF_000620985.1
REP_0750	GCF_000525915.1
REP_0751	GCF_000482845.1
REP_5811	GCF_000011705.1
REP_0752	GCF_001598375.1
REP_0753	GCF_000739895.2
REP_0754	GCF_000315525.1
REP_0755	GCF_000022965.1
REP_0756	GCF_001941465.1
REP_0757	GCF_000724775.3
REP_0758	GCF_900176145.1
REP_0759	GCF_000025085.1
REP_5812	GCF_000027165.1
REP_0760	GCF_002224425.1
REP_0761	GCF_000497205.1
REP_0762	GCF_002102105.1
REP_0763	GCF_000015025.1
REP_0764	GCF_000424105.1
REP_0765	GCF_002017865.1
REP_0766	GCF_000284255.1
REP_0767	GCF_000730165.1
REP_0768	GCF_000620965.1
REP_0769	GCF_002082905.2
REP_0770	GCF_001467505.1
REP_0771	GCF_001467035.1
REP_0772	GCF_000701265.1
REP_0773	GCF_900086555.1
REP_0774	GCF_000970345.1
REP_0775	GCF_900177465.1
REP_0776	GCF_000959725.1
REP_0777	GCF_000739935.1
REP_0778	GCF_002221525.1
REP_0779	GCF_000172635.2
REP_0780	GCF_000019285.1
REP_0781	GCF_000238215.1
