genome_name	ncbi_acc
PRJNA288027_0637	GCA_001817925.1
PRJNA288027_0638	GCA_001817915.1
PRJNA288027_0639	GCA_001817975.1
PRJNA288027_0640	GCA_001817995.1
PRJNA288027_0641	GCA_001818705.1
PRJNA288027_0642	GCA_001818005.1
PRJNA288027_0643	GCA_001818015.1
PRJNA288027_0644	GCA_001818055.1
PRJNA288027_0645	GCA_001818075.1
PRJNA288027_0646	GCA_001818085.1
PRJNA288027_0647	GCA_001818105.1
PRJNA288027_0648	GCA_001818135.1
PRJNA288027_0649	GCA_001818155.1
PRJNA288027_0650	GCA_001818175.1
PRJNA288027_0651	GCA_001818185.1
PRJNA288027_0652	GCA_001818205.1
PRJNA288027_0653	GCA_001818235.1
PRJNA288027_0654	GCA_001818255.1
PRJNA288027_0655	GCA_001818275.1
PRJNA288027_0656	GCA_001779475.1
PRJNA288027_0657	GCA_001779505.1
PRJNA288027_0658	GCA_001779495.1
PRJNA288027_0659	GCA_001779535.1
PRJNA288027_0660	GCA_001781035.1
PRJNA288027_0661	GCA_001779555.1
